département;circonscription;sexe;nom;Parti Politique;Mail;Facebook;;Twitter
Paris;16ème circonscription;Monsieur;Mounir Mahjoubi;LREM;mounir.mahjoubi@assemblee-nationale.fr;https://www.facebook.com/mounir19eme/;@mounir;https://twitter.com/@mounir
Paris;17ème circonscription;Madame;Danièle Obono;FI;daniele.obono@assemblee-nationale.fr;https://www.facebook.com/DeputeeObono/;@Deputee_Obono;https://twitter.com/@Deputee_Obono
Paris;18ème circonscription;Monsieur;Pierre-Yves Bournazel;AE;pierre-yves.bournazel@assemblee-nationale.fr;https://fr-fr.facebook.com/PierreYvesBournazel/;@pybournazel;https://twitter.com/@pybournazel
Pas-de-Calais;1ère circonscription;Monsieur;Bruno Duvergé;MODEM;bruno.duverge@assemblee-nationale.fr;https://fr-fr.facebook.com/people/Bruno-Duvergé/100008520227262/;@BrunoDuverge;https://twitter.com/@BrunoDuverge
Pas-de-Calais;2ème circonscription;Madame;Jacqueline Maquet;LREM;jacqueline.maquet@assemblee-nationale.fr;https://fr-fr.facebook.com/jacqueline.maquet.5/;@JMaquetDeputee;https://twitter.com/@JMaquetDeputee
Pas-de-Calais;3ème circonscription;Monsieur;José Evrard;non inscrit;joel.giraud@assemblee-nationale.fr;https://www.facebook.com/profile.php?id=100011697845457;Pas de compte Twitter;Pas de compte Twitter
Pas-de-Calais;4ème circonscription;Monsieur;Robert Therry;LR;robert.therry@assemblee-nationale.fr;https://www.facebook.com/RobertTherry62/;Pas de compte Twitter;Pas de compte Twitter
Pas-de-Calais;5ème circonscription;Monsieur;Jean-Pierre Pont;LREM;jean-pierre.pont@assemblee-nationale.fr;https://www.facebook.com/Pont.Jean.Pierre/;@JeanPierrePont;https://twitter.com/@JeanPierrePont
Pas-de-Calais;6ème circonscription;Madame;Brigitte Bourguignon;LREM;brigitte.bourguignon@assemblee-nationale.fr;;;Pas de compte Twitter
Pas-de-Calais;7ème circonscription;Monsieur;Pierre-Henri Dumont;LR;pierre-henri.dumont@assemblee-nationale.fr;https://fr-fr.facebook.com/pierrehenri.dumont/;@phdumont;https://twitter.com/@phdumont
Pas-de-Calais;8ème circonscription;Monsieur;Benoît Potterie;AE;benoit.potterie@assemblee-nationale.fr;https://fr-fr.facebook.com/potteriebenoit/;@benoitpotterie;https://twitter.com/@benoitpotterie
Pas-de-Calais;9ème circonscription;Madame;Marguerite Deprez-Audebert;MODEM;marguerite.deprez-audebert@assemblee-nationale.fr;https://fr-fr.facebook.com/MDeprezAudebert/;@MDeprezAudebert;https://twitter.com/@MDeprezAudebert
Pas-de-Calais;10ème circonscription;Monsieur;Ludovic Pajot;non inscrit;ludovic.pajot@assemblee-nationale.fr;https://fr-fr.facebook.com/Ludovic-PAJOT-418363448234329/;@ludovicpajot;https://twitter.com/@ludovicpajot
Pas-de-Calais;11ème circonscription;Madame;Marine Le Pen;non inscrit;marion.lenne@assemblee-nationale.fr;https://fr-fr.facebook.com/MarineLePen/;@MLP_officiel;https://twitter.com/@MLP_officiel
Pas-de-Calais;12ème circonscription;Monsieur;Bruno Bilde;non inscrit;bruno.bilde@assemblee-nationale.fr;https://www.facebook.com/BildeBruno;@BrunoBilde;https://twitter.com/@BrunoBilde
Polynésie française;1ère circonscription;Madame;Maina Sage;AE;maina.sage@assemblee-nationale.fr;https://fr-fr.facebook.com/MainaSageDeputee/;@MainaSage;https://twitter.com/@MainaSage
Polynésie française;2ème circonscription;Madame;Nicole Sanquer;UDI;nicole.sanquer@assemblee-nationale.fr;https://fr-fr.facebook.com/nicolesanquerfareata/;;Pas de compte Twitter
Polynésie française;3ème circonscription;Monsieur;Moetai Brotherson;GDR;moetai.brotherson@assemblee-nationale.fr;https://fr-fr.facebook.com/moetai2017/;@Moetai1;https://twitter.com/@Moetai1
Puy-de-Dôme;1ère circonscription;Madame;Valérie Thomas;LREM;valerie.thomas@assemblee-nationale.fr;https://www.facebook.com/ValerieTHOMAS63/;@Vthomas_63;https://twitter.com/@Vthomas_63
Puy-de-Dôme;2ème circonscription;Madame;Christine Pires Beaune;PS;christine.piresbeaune@assemblee-nationale.fr;https://fr-fr.facebook.com/CPiresBeaune2017/;@cpiresbeaune;https://twitter.com/@cpiresbeaune
Puy-de-Dôme;3ème circonscription;Madame;Laurence Vichnievsky;MODEM;laurence.vichnievsky@assemblee-nationale.fr;https://fr-fr.facebook.com/laurencevichnievsky//;@Lvichnievsky;https://twitter.com/@Lvichnievsky
Puy-de-Dôme;4ème circonscription;Monsieur;Michel Fanget;MODEM;michel.fanget@assemblee-nationale.fr;https://www.facebook.com/Michel-Fanget-Député-428643654272212/;@michelfanget;https://twitter.com/@michelfanget
Puy-de-Dôme;5ème circonscription;Monsieur;André Chassaigne;GDR;andre.chassaigne@assemblee-nationale.fr;https://www.facebook.com/djlkjee;@AndreChassaigne;https://twitter.com/@AndreChassaigne
Pyrénées-Atlantiques;1ère circonscription;Madame;Josy Poueyto;MODEM;josy.poueyto@assemblee-nationale.fr;Pas de compte Facebook;@josypoueyto;https://twitter.com/@josypoueyto
Pyrénées-Atlantiques;2ème circonscription;Monsieur;Jean-Paul Mattéi;MODEM;jean-paul.mattei@assemblee-nationale.fr;https://fr-fr.facebook.com/mattei64/;@jp_mattei;https://twitter.com/@jp_mattei
Pyrénées-Atlantiques;3ème circonscription;Monsieur;David Habib;PS;david.habib@assemblee-nationale.fr;https://fr-fr.facebook.com/DavidHabib64/;@DavidDhabib;https://twitter.com/@DavidDhabib
Pyrénées-Atlantiques;4ème circonscription;Monsieur;Jean Lassalle;Libertéetterritoire;jean.lassalle@assemblee-nationale.fr;https://www.facebook.com/lassalle.jean;@jeanlassalle;https://twitter.com/@jeanlassalle
Pyrénées-Atlantiques;5ème circonscription;Madame;Florence Lasserre;MODEM;florence.lasserre-david@assemblee-nationale.fr;https://www.facebook.com/64circo05/;;Pas de compte Twitter
Pyrénées-Atlantiques;6ème circonscription;Monsieur;Vincent Bru;MODEM;vincent.bru@assemblee-nationale.fr;https://fr-fr.facebook.com/bru.vincent/;@bru_vincent;https://twitter.com/@bru_vincent
Pyrénées-Orientales;1ère circonscription;Monsieur;Romain Grau;LREM;romain.grau@assemblee-nationale.fr;https://www.facebook.com/GrauRomain/;@RomainGrau;https://twitter.com/@RomainGrau
Pyrénées-Orientales;2ème circonscription;Madame;Catherine Pujol;non inscrit;catherine.pujol@assemblee-nationale.fr;https://fr-fr.facebook.com/catherine.pujol.94/;@catherinepujol1;https://twitter.com/@catherinepujol1
Pyrénées-Orientales;3ème circonscription;Madame;Laurence Gayte;LREM;laurence.gayte@assemblee-nationale.fr;https://fr-fr.facebook.com/GayteLaurence/;@laurencegayte;https://twitter.com/@laurencegayte
Pyrénées-Orientales;4ème circonscription;Monsieur;Sébastien Cazenove;LREM;sebastien.cazenove@assemblee-nationale.fr;https://fr-fr.facebook.com/sebastienCazenove2017/;@SCazenove;https://twitter.com/@SCazenove
Rhône;1ère circonscription;Monsieur;Thomas Rudigoz;LREM;thomas.rudigoz@assemblee-nationale.fr;https://fr-fr.facebook.com/thomas.rudigoz/;@trudigoz;https://twitter.com/@trudigoz
Rhône;2ème circonscription;Monsieur;Hubert Julien-Laferrière;non inscrit;hubert.julien-laferriere@assemblee-nationale.fr;https://www.facebook.com/hjulienlaferriere/;@hub_laferriere;https://twitter.com/@hub_laferriere
Rhône;3ème circonscription;Monsieur;Jean-Louis Touraine;LREM;jean-louis.touraine@assemblee-nationale.fr;https://fr-fr.facebook.com/jeanlouis.touraine/;;Pas de compte Twitter
Rhône;4ème circonscription;Madame;Anne Brugnera;LREM;anne.brugnera@assemblee-nationale.fr;https://fr-fr.facebook.com/Anne-Brugnera /;@AnneBrugnera;https://twitter.com/@AnneBrugnera
Rhône;5ème circonscription;Madame;Blandine Brocard;MODEM;blandine.brocard@assemblee-nationale.fr;https://www.facebook.com/Bbrocard/;@BBrocard;https://twitter.com/@BBrocard
Rhône;6ème circonscription;Monsieur;Bruno Bonnell;LREM;bruno.bonnell@assemblee-nationale.fr;https://fr-fr.facebook.com/Bruno.Bonnell/;@BrunoBonnellOff;https://twitter.com/@BrunoBonnellOff
Rhône;7ème circonscription;Madame;Anissa Khedher;LREM;anissa.khedher@assemblee-nationale.fr;https://www.facebook.com/anissakhedher/;@Anissa_Khedher;https://twitter.com/@Anissa_Khedher
Rhône;8ème circonscription;Madame;Nathalie Serre;LR;nathalie.serre@assemblee-nationale.fr;Pas de compte Facebook;;Pas de compte Twitter
Rhône;9ème circonscription;Monsieur;Bernard Perrut;LR;bernard.perrut@assemblee-nationale.fr;https://fr-fr.facebook.com/bernardperrut1/;@b_perrut;https://twitter.com/@b_perrut
Rhône;10ème circonscription;Monsieur;Thomas Gassilloud;AE;thomas.gassilloud@assemblee-nationale.fr;https://fr-fr.facebook.com/ThomasGassilloud/;@tgassilloud;https://twitter.com/@tgassilloud
Rhône;11ème circonscription;Monsieur;Jean-Luc Fugit;LREM;jean-luc.fugit@assemblee-nationale.fr;https://www.facebook.com/jeanlucfugit/;@Jean_LucFUGIT;https://twitter.com/@Jean_LucFUGIT
Rhône;12ème circonscription;Monsieur;Cyrille Isaac-Sibille;MODEM;cyrille.isaac-sibille@assemblee-nationale.fr;https://www.facebook.com/c.isaacsibille;@Cisaacsibille;https://twitter.com/@Cisaacsibille
Rhône;13ème circonscription;Madame;Danièle Cazarian;LREM;daniele.cazarian@assemblee-nationale.fr;https://www.facebook.com/DanieleCazarianLREM6913/;;Pas de compte Twitter
Rhône;14ème circonscription;Monsieur;Yves Blein;LREM;yves.blein@assemblee-nationale.fr;https://www.facebook.com/y.blein;@yves_blein;https://twitter.com/@yves_blein
Saint-Martin/Saint-Barthélemy;1ère circonscription;Madame;Claire Guion-Firmin;LR;claire.javois@assemblee-nationale.fr;https://www.facebook.com/Claire-Javois-Guion-Firmin-471046919914357/;;Pas de compte Twitter
Saint-Pierre-et-Miquelon;Saint-Pierre-et-Miquelon;Madame;Stéphane Claireaux;LREM;stephane.claireaux@assemblee-nationale.fr;https://fr-fr.facebook.com/depute975/;@sclaireaux;https://twitter.com/@sclaireaux
Saône-et-Loire;1ère circonscription;Monsieur;Benjamin Dirx;LREM;benjamin.dirx@assemblee-nationale.fr;https://fr-fr.facebook.com/DirxBenjamin/;@BenjaminDirx;https://twitter.com/@BenjaminDirx
Saône-et-Loire;2ème circonscription;Madame;Josiane Corneloup;LR;josiane.corneloup@assemblee-nationale.fr;https://www.facebook.com/Josiane-Corneloup-députée-de-Saône-et-Loire-138957700075590/;;Pas de compte Twitter
Saône-et-Loire;3ème circonscription;Monsieur;Rémy Rebeyrotte;LREM;remy.rebeyrotte@assemblee-nationale.fr;https://www.facebook.com/remy.rebeyrotte;@RRebeyrotte;Pas de compte Twitter
Saône-et-Loire;4ème circonscription;Madame;Cécile Untermaier;PS;cecile.untermaier@assemblee-nationale.fr;https://fr-fr.facebook.com/cecile.untermaier/;@ceciluntermaier;https://twitter.com/@ceciluntermaier
Saône-et-Loire;5ème circonscription;Monsieur;Raphaël Gauvain;LREM;raphael.gauvain@assemblee-nationale.fr;https://fr-fr.facebook.com/RaphaelGauvain71/;@Gauvain_Raphael;https://twitter.com/@Gauvain_Raphael
Sarthe;1ère circonscription;Monsieur;Damien Pichereau;LREM;damien.pichereau@assemblee-nationale.fr;https://fr-fr.facebook.com/danielabaronnedepute/;@LabaronneDaniel;https://twitter.com/@LabaronneDaniel
Sarthe;2ème circonscription;Madame;Marietta Karamanli;PS;marietta.karamanli@assemblee-nationale.fr;https://fr-fr.facebook.com/MariettaKaramanli/;@MKaramanli72;https://twitter.com/@MKaramanli72
Sarthe;3ème circonscription;Madame;Pascale Fontenel-Personne;MODEM;pascale.fontenel-personne@assemblee-nationale.fr;https://fr-fr.facebook.com/fontenelpersonne/;@f_personne;https://twitter.com/@f_personne
Sarthe;4ème circonscription;Madame;Sylvie Tolmont;PS;sylvie.tolmont@assemblee-nationale.fr;https://fr-fr.facebook.com/Deputee.Sylvie.Tolmont/;SylvieTolmont;https://twitter.com/SylvieTolmont
Sarthe;5ème circonscription;Monsieur;Jean-Carles Grelier;LR;jean-carles.grelier@assemblee-nationale.fr;https://fr-fr.facebook.com/jeancarles.grelier/;@JCGrelier;https://twitter.com/@JCGrelier
Savoie;1ère circonscription;Madame;Typhanie Degois;LREM;typhanie.degois@assemblee-nationale.fr;https://fr-fr.facebook.com/Typhanie.Degois/;@Typhanie_Degois;https://twitter.com/@Typhanie_Degois
Savoie;2ème circonscription;Monsieur;Vincent Rolland;LR;vincent.rolland@assemblee-nationale.fr;https://www.facebook.com/vincent.rolland.9;@VRolland73;https://twitter.com/@VRolland73
Savoie;3ème circonscription;Madame;Émilie Bonnivard;LR;emilie.bonnivard@assemblee-nationale.fr;https://fr-fr.facebook.com/ebonnivard/;@BonnivardE;https://twitter.com/@BonnivardE
Savoie;4ème circonscription;Monsieur;Patrick Mignola;MODEM;patrick.mignola@assemblee-nationale.fr;https://fr-fr.facebook.com/patrick.mignola/;@PatrickMignola;https://twitter.com/@PatrickMignola
Seine-et-Marne;1ère circonscription;Madame;Aude Luquet;MODEM;aude.luquet@assemblee-nationale.fr;https://www.facebook.com/AudeLuquet77/;;Pas de compte Twitter
Seine-et-Marne;2ème circonscription;Madame;Sylvie Bouchet Bellecourt;LR;sylvie.bouchetbellecourt@assemblee-nationale.fr;;@SBouchetB;https://twitter.com/@SBouchetB
Seine-et-Marne;3ème circonscription;Monsieur;Jean-Louis Thiériot;LR;Jean-Louis.Thieriot@assemblee-nationale.fr;https://fr-fr.facebook.com/JLTHIERIOT/;@jlthieriot;https://twitter.com/@jlthieriot
Seine-et-Marne;4ème circonscription;Monsieur;Christian Jacob;LR;christian.jacob@assemblee-nationale.fr;https://www.facebook.com/chjacob77/;@ChJacob77;https://twitter.com/@ChJacob77
Seine-et-Marne;5ème circonscription;Madame;Patricia Lemoine;AE;patrice.verchere@assemblee-nationale.fr;https://www.facebook.com/patricia.lemoine.58367;@P_Lemoine;https://twitter.com/@P_Lemoine
Seine-et-Marne;6ème circonscription;Monsieur;Jean-François Parigi;LR;jean-francois.parigi@assemblee-nationale.fr;https://www.facebook.com/jfparigi/;;Pas de compte Twitter
Seine-et-Marne;7ème circonscription;Monsieur;Rodrigue Kokouendo;LREM;rodrigue.kokouendo@assemblee-nationale.fr;https://fr-fr.facebook.com/RKOKOUENDO/;@RKokouendoJ;https://twitter.com/@RKokouendoJ
Seine-et-Marne;8ème circonscription;Monsieur;Jean-Michel Fauvergue;LREM;jean-michel.fauvergue@assemblee-nationale.fr;https://www.facebook.com/profile.php?id=100016278400448;;Pas de compte Twitter
Seine-et-Marne;9ème circonscription;Madame;Michèle Peyron;LREM;michele.peyron@assemblee-nationale.fr;https://www.facebook.com/michele.peyron.79;@MichelePeyron;https://twitter.com/@MichelePeyron
Seine-et-Marne;10ème circonscription;Madame;Stéphanie Do;LREM;stephanie.do@assemblee-nationale.fr;https://fr-fr.facebook.com/StephanieDo.REM77/;@DoStephanie_77;https://twitter.com/@DoStephanie_77
Seine-et-Marne;11ème circonscription;Monsieur;Olivier Faure;PS;olivier.faure@assemblee-nationale.fr;https://fr-fr.facebook.com/olivierfaure77/;@faureolivier;https://twitter.com/@faureolivier
Seine-Maritime;1ère circonscription;Monsieur;Damien Adam;LREM;damien.adam@assemblee-nationale.fr;https://fr-fr.facebook.com/damienadam76/;@damienadam76;https://twitter.com/@damienadam76
Seine-Maritime;2ème circonscription;Madame;Annie Vidal;LREM;annie.vidal@assemblee-nationale.fr;https://fr-fr.facebook.com/AnnieVidal76/;@Vidal7602;https://twitter.com/@Vidal7602
Seine-Maritime;3ème circonscription;Monsieur;Hubert Wulfranc;GDR;hubert.wulfranc@assemblee-nationale.fr;https://www.facebook.com/hwulfranc/;;Pas de compte Twitter
Seine-Maritime;4ème circonscription;Madame;Sira Sylla;LREM;sira.sylla@assemblee-nationale.fr;https://www.facebook.com/SiraSylla.7604/;@sirasylla76;https://twitter.com/@sirasylla76
Seine-Maritime;5ème circonscription;Monsieur;Gérard Leseul;PS;gerard.leseul@assemblee-nationale.fr;https://www.facebook.com/gerard.leseul.1;@LeseulG;https://twitter.com/@LeseulG
Seine-Maritime;6ème circonscription;Monsieur;Sébastien Jumel;GDR;sebastien.jumel@assemblee-nationale.fr;https://fr-fr.facebook.com/sebastien.jumel.9/;@sebastienjumel;https://twitter.com/@sebastienjumel
Seine-Maritime;7ème circonscription;Madame;Agnès Firmin Le Bodo;AE;agnes.firminlebodo@assemblee-nationale.fr;https://www.facebook.com/agnesfirminlebodo/;@agnesfirmin;https://twitter.com/@agnesfirmin
Seine-Maritime;8ème circonscription;Monsieur;Jean-Paul Lecoq;GDR;jean-paul.lecoq@assemblee-nationale.fr;https://fr-fr.facebook.com/jplecoq76/;;Pas de compte Twitter
Seine-Maritime;9ème circonscription;Madame;Stéphanie Kerbarh;LREM;stephanie.kerbarh@assemblee-nationale.fr;https://fr-fr.facebook.com/SKerbarh/;@SKerbarh;https://twitter.com/@SKerbarh
Seine-Maritime;10ème circonscription;Monsieur;Xavier Batut;LREM;xavier.batut@assemblee-nationale.fr;https://fr-fr.facebook.com/xavier.batut10/;@XavierBatut;https://twitter.com/@XavierBatut
Seine-Saint-Denis;1ère circonscription;Monsieur;Éric Coquerel;FI;eric.coquerel@assemblee-nationale.fr;https://fr-fr.facebook.com/eric.coquerel.1/;@ericcoquerel;https://twitter.com/@ericcoquerel
Seine-Saint-Denis;2ème circonscription;Monsieur;Stéphane PEU;GDR;stephane.peu@assemblee-nationale.fr;https://fr-fr.facebook.com/stephanepeu/;@stephane1peu;https://twitter.com/@stephane1peu
Seine-Saint-Denis;3ème circonscription;Monsieur;Patrice Anato;LREM;patrice.anato@assemblee-nationale.fr;https://www.facebook.com/DeputePatriceAnato/;@Patrice_Anato;https://twitter.com/@Patrice_Anato
Seine-Saint-Denis;4ème circonscription;Madame;Marie-George Buffet;GDR;marie-george.buffet@assemblee-nationale.fr;https://www.facebook.com/yhijnk/;;Pas de compte Twitter
Seine-Saint-Denis;5ème circonscription;Monsieur;Jean-Christophe Lagarde;UDI;jean-christophe.lagarde@assemblee-nationale.fr;https://fr-fr.facebook.com/jeanchristophe.lagarde.3/;@jclagarde;https://twitter.com/@jclagarde
Seine-Saint-Denis;6ème circonscription;Monsieur;Bastien Lachaud;FI;bastien.lachaud@assemblee-nationale.fr;https://fr-fr.facebook.com/lachaudb/;@lachaudb;https://twitter.com/@lachaudb
Seine-Saint-Denis;7ème circonscription;Monsieur;Alexis Corbière;FI;alexis.corbiere@assemblee-nationale.fr;https://fr-fr.facebook.com/Alexiscorbiere/;@alexiscorbiere;https://twitter.com/@alexiscorbiere
Seine-Saint-Denis;8ème circonscription;Madame;Sylvie Charrière;LREM;sylvie.charriere@assemblee-nationale.fr;https://fr-fr.facebook.com/LREMSylvieCharriere/;@SylvieCharriere;https://twitter.com/@SylvieCharriere
Seine-Saint-Denis;9ème circonscription;Madame;Sabine Rubin;FI;sabine.rubin@assemblee-nationale.fr;https://fr-fr.facebook.com/insoumis9309/;@SabineRubinFI93;https://twitter.com/@SabineRubinFI93
Seine-Saint-Denis;10ème circonscription;Monsieur;Alain Ramadier;LR;alain.ramadier@assemblee-nationale.fr;https://www.facebook.com/alainramadier;@alainramadier;https://twitter.com/@alainramadier
Seine-Saint-Denis;11ème circonscription;Madame;Clémentine Autain;FI;clementine.autain@assemblee-nationale.fr;https://fr-fr.facebook.com/clementineautain/;@Clem_Autain;https://twitter.com/@Clem_Autain
Seine-Saint-Denis;12ème circonscription;Monsieur;Stéphane Testé;LREM;stephane.teste@assemblee-nationale.fr;https://fr-fr.facebook.com/LREMStephaneTeste/;;Pas de compte Twitter
Somme;1ère circonscription;Monsieur;François Ruffin;FI;francois.ruffin@assemblee-nationale.fr;https://fr-fr.facebook.com/FrancoisRuffin80/;@Francois_Ruffin;https://twitter.com/@Francois_Ruffin
Somme;2ème circonscription;Madame;Cécile Delpirou;LREM;cecile.delpirou@assemblee-nationale.fr;https://www.facebook.com/profile.php?id=100015157814828;@c_delpirou;https://twitter.com/@c_delpirou
Somme;3ème circonscription;Monsieur;Emmanuel Maquet;LR;emmanuel.maquet@assemblee-nationale.fr;https://www.facebook.com/Maquet8003/;@emmanuel_maquet;https://twitter.com/@emmanuel_maquet
Somme;4ème circonscription;Monsieur;Jean-Claude Leclabart;LREM;jean-claude.leclabart@assemblee-nationale.fr;https://fr-fr.facebook.com/jeanclaudeleclabart2017/;@JLeclabart;https://twitter.com/@JLeclabart
Somme;5ème circonscription;Monsieur;Grégory Labille;UDI;gregory.labille@assemblee-nationale.fr;https://www.facebook.com/glabille;;Pas de compte Twitter
Tarn;1ère circonscription;Madame;Muriel Roques-Etienne;LREM;muriel.roquesetienne@assemblee-nationale.fr;;@MRoquesetienne;https://twitter.com/@MRoquesetienne
Tarn;2ème circonscription;Madame;Marie-Christine Verdier-Jouclas;LREM;marie-christine.verdier-jouclas@assemblee-nationale.fr;https://fr-fr.facebook.com/Mariechristineverdierjouclas/;@verdierjouclas;https://twitter.com/@verdierjouclas
Tarn;3ème circonscription;Monsieur;Jean Terlier;LREM;jean.terlier@assemblee-nationale.fr;https://www.facebook.com/JeanTerlier/;@JeanTerlier;https://twitter.com/@JeanTerlier
Tarn-et-Garonne;1ère circonscription;Madame;Valérie Rabault;PS;valerie.rabault@assemblee-nationale.fr;https://www.facebook.com/valerie.rabault82/;@Valerie_Rabault;https://twitter.com/@Valerie_Rabault
Tarn-et-Garonne;2ème circonscription;Madame;Sylvia Pinel;Libertéetterritoire;sylvia.pinel@assemblee-nationale.fr;https://fr-fr.facebook.com/sylvia.pinel/;@SylviaPinel;https://twitter.com/@SylviaPinel
Territoire de Belfort;1ère circonscription;Monsieur;Ian Boucard;LR;ian.boucard@assemblee-nationale.fr;https://fr-fr.facebook.com/IBoucard90/;@IanBoucard;https://twitter.com/@IanBoucard
Territoire de Belfort;2ème circonscription;Monsieur;Michel Zumkeller;UDI;michel.zumkeller@assemblee-nationale.fr;https://www.facebook.com/michel.zumkeller.5;@MichelZumkeller;https://twitter.com/@MichelZumkeller
Val-d'Oise;1ère circonscription;Monsieur;Antoine Savignat;LR;antoine.savignat@assemblee-nationale.fr;https://www.facebook.com/AntoineSavignat9501/;@antoine7595;https://twitter.com/@antoine7595
Val-d'Oise;2ème circonscription;Monsieur;Guillaume Vuilletet;LREM;guillaume.vuilletet@assemblee-nationale.fr;https://fr-fr.facebook.com/guillaume.vuilletet/;@g_vuilletet;https://twitter.com/@g_vuilletet
Val-d'Oise;3ème circonscription;Madame;Cécile Rilhac;LREM;cecile.rilhac@assemblee-nationale.fr;https://fr-fr.facebook.com/profile.php?id=100017133168739/;@Cecile_Rilhac;https://twitter.com/@Cecile_Rilhac
Val-d'Oise;4ème circonscription;Madame;Naïma Moutchou;LREM;naima.moutchou@assemblee-nationale.fr;https://www.facebook.com/NMoutchou/;;Pas de compte Twitter
Val-d'Oise;5ème circonscription;Madame;Fiona Lazaar;LREM;fiona.lazaar@assemblee-nationale.fr;https://fr-fr.facebook.com/fionalazaar/;@fionalazaar;https://twitter.com/@fionalazaar
Val-d'Oise;6ème circonscription;Monsieur;David Corceiro;MODEM;david.corceiro@assemblee-nationale.fr;https://www.facebook.com/corceirodavid/;@CorceiroDavid;https://twitter.com/@CorceiroDavid
Val-d'Oise;7ème circonscription;Monsieur;Dominique Da Silva;LREM;dominique.dasilva@assemblee-nationale.fr;https://www.facebook.com/DominiqueDasilva9507/;@DDaSilva95;https://twitter.com/@DDaSilva95
Val-d'Oise;8ème circonscription;Monsieur;François Pupponi;MODEM;francois.pupponi@assemblee-nationale.fr;https://fr-fr.facebook.com/PupponiFrancois/;@fpupponi;https://twitter.com/@fpupponi
Val-d'Oise;9ème circonscription;Madame;Zivka Park;LREM;zivka.park@assemblee-nationale.fr;https://fr-fr.facebook.com/ZivkaPark/;@zivkapark2017;https://twitter.com/@zivkapark2017
Val-d'Oise;10ème circonscription;Monsieur;Aurélien Taché;non inscrit;aurelien.tache@assemblee-nationale.fr;https://fr-fr.facebook.com/AurelienTacheLREM/;Aurelientache;https://twitter.com/Aurelientache
Val-de-Marne;1ère circonscription;Monsieur;Frédéric Descrozaille;LREM;frederic.descrozaille@assemblee-nationale.fr;https://fr-fr.facebook.com/fdescrozaille9401/;@fdescrozaille;https://twitter.com/@fdescrozaille
Val-de-Marne;2ème circonscription;Monsieur;Jean François Mbaye;LREM;jeanfrancois.mbaye@assemblee-nationale.fr;https://fr-fr.facebook.com/JFMBAYE/;@JFMBAYE;https://twitter.com/@JFMBAYE
Val-de-Marne;3ème circonscription;Monsieur;Laurent Saint-Martin;LREM;laurent.saint-martin@assemblee-nationale.fr;https://www.facebook.com/LaurentSaintMartinLREM/;@LauStmartin;https://twitter.com/@LauStmartin
Val-de-Marne;4ème circonscription;Madame;Maud Petit;MODEM;maud.petit@assemblee-nationale.fr;https://fr-fr.facebook.com/Maud-Petit-la-République-En-Marche-186397495216968/;@MaudPetit_AN94;https://twitter.com/@MaudPetit_AN94
Val-de-Marne;5ème circonscription;Monsieur;Gilles Carrez;LR;gilles.carrez@assemblee-nationale.fr;https://www.facebook.com/Gilles-Carrez-334263296610535/;@GillesCarrez;https://twitter.com/@GillesCarrez
Val-de-Marne;6ème circonscription;Monsieur;Guillaume Gouffier-Cha;LREM;guillaume.gouffier-cha@assemblee-nationale.fr;https://fr-fr.facebook.com/GouffierChaLegislatives/;@g_gouffiercha;https://twitter.com/@g_gouffiercha
Val-de-Marne;7ème circonscription;Monsieur;Jean-Jacques Bridey;LREM;jean-jacques.bridey@assemblee-nationale.fr;https://fr-fr.facebook.com/jjbridey/;@jjbridey94260;https://twitter.com/@jjbridey94260
Val-de-Marne;8ème circonscription;Monsieur;Michel Herbillon;LR;michel.herbillon@assemblee-nationale.fr;https://fr-fr.facebook.com/michel.herbillon.94/;;Pas de compte Twitter
Val-de-Marne;9ème circonscription;Madame;Isabelle Santiago;PS;isabelle.santiago@assemblee-nationale.fr;Pas de compte Facebook;@isasantiago_94;https://twitter.com/@isasantiago_94
Val-de-Marne;10ème circonscription;Madame;Mathilde Panot;FI;mathilde.panot@assemblee-nationale.fr;https://fr-fr.facebook.com/MathildePanotFI/;@mathildepanot;https://twitter.com/@mathildepanot
Val-de-Marne;11ème circonscription;Madame;Albane Gaillot;non inscrit;albane.gaillot@assemblee-nationale.fr;https://fr-fr.facebook.com/albanegaillot2017/;@AlbaneGaillot;https://twitter.com/@AlbaneGaillot
Var;1ère circonscription;Madame;Geneviève Levy;LR;genevieve.levy@assemblee-nationale.fr;https://www.facebook.com/genevievelevy83/;@genevievelevy83;https://twitter.com/@genevievelevy83
Var;2ème circonscription;Madame;Cécile Muschotti;LREM;cecile.muschotti@assemblee-nationale.fr;https://fr-fr.facebook.com/cmuschotti/;@CMUSCHOTTI;https://twitter.com/@CMUSCHOTTI
Var;3ème circonscription;Monsieur;Edith Audibert;LR;edith.audibert@assemblee-nationale.fr;Pas de compte Facebook;;Pas de compte Twitter
Var;4ème circonscription;Madame;Sereine Mauborgne;LREM;sereine.mauborgne@assemblee-nationale.fr;https://fr-fr.facebook.com/SereineMauborgneREM/;@sereineenmarche;https://twitter.com/@sereineenmarche
Var;5ème circonscription;Monsieur;Philippe Michel-Kleisbauer;MODEM;philippe.michel-kleisbauer@assemblee-nationale.fr;https://fr-fr.facebook.com/philippemichelkleisbauer/;@PhilippeMichelK;https://twitter.com/@PhilippeMichelK
Var;6ème circonscription;Madame;Valérie Gomez-Bassac;LREM;valerie.gomez-bassac@assemblee-nationale.fr;https://fr-fr.facebook.com/Gomez.Bassac.Valerie/;@VGB83;https://twitter.com/@VGB83
